Iteration,Customer number at node,Moving from node,To node,Distance traveled,Arrival time,Ready time at node,Start service at node,End service at node,Due date at node,Difference between End service and Due Date,Vehicle capacity before departure,Vehicle capacity after departure,Total travel distance,Number of vehicles used,Penalty,Nodes visited
0,0.0,69,0,15.81,1055.81,0.0,1055.81,1055.81,1236.0,180.19,0,200,306.02,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0"
0,10.0,0,3,16.12,16.12,65.0,65.0,155.0,146.0,-9.0,10.0,190.0,322.15,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3"
0,10.0,3,4,2.0,157.0,727.0,727.0,817.0,782.0,-35.0,30.0,170.0,324.15,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4"
0,10.0,4,50,39.4,856.4,815.0,856.4,946.4,880.0,-66.4,50.0,150.0,363.54,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50"
0,0.0,50,0,22.8,969.2,0.0,969.2,969.2,1236.0,266.8,0,200,386.35,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0"
0,10.0,0,67,12.21,12.21,12.0,12.21,102.21,77.0,-25.21,10.0,190.0,398.55,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67"
0,10.0,67,65,1.0,103.21,76.0,103.21,193.21,129.0,-64.21,30.0,170.0,399.55,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65"
0,50.0,65,63,2.0,195.21,171.0,195.21,285.21,218.0,-67.21,90.0,110.0,401.55,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63"
0,10.0,63,66,5.83,291.04,826.0,826.0,916.0,875.0,-41.0,150.0,50.0,407.38,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66"
0,0.0,66,0,16.55,932.55,0.0,932.55,932.55,1236.0,303.45,0,200,423.94,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0"
0,10.0,0,23,13.0,13.0,732.0,732.0,822.0,777.0,-45.0,10.0,190.0,436.94,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23"
0,10.0,23,91,32.39,854.39,836.0,854.39,944.39,889.0,-55.39,30.0,170.0,469.33,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91"
0,0.0,91,0,22.36,966.75,0.0,966.75,966.75,1236.0,269.25,0,200,491.69,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0"
0,10.0,0,24,15.0,15.0,65.0,65.0,155.0,144.0,-11.0,10.0,190.0,506.69,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24"
0,10.0,24,29,5.0,160.0,358.0,358.0,448.0,405.0,-43.0,30.0,170.0,511.69,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29"
0,20.0,29,6,27.59,475.59,621.0,621.0,711.0,702.0,-9.0,60.0,140.0,539.27,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6"
0,20.0,6,34,40.0,751.0,751.0,751.0,841.0,816.0,-25.0,100.0,100.0,579.27,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34"
0,0.0,34,0,32.39,873.39,0.0,873.39,873.39,1236.0,362.61,0,200,611.66,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0"
0,10.0,0,9,20.1,20.1,534.0,534.0,624.0,605.0,-19.0,10.0,190.0,631.76,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9"
0,20.0,9,12,19.85,643.85,652.0,652.0,742.0,721.0,-21.0,40.0,160.0,651.61,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12"
0,10.0,12,89,46.62,788.62,737.0,788.62,878.62,802.0,-76.62,70.0,130.0,698.23,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89"
0,0.0,89,0,24.35,902.97,0.0,902.97,902.97,1236.0,333.03,0,200,722.58,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0"
0,10.0,0,45,22.36,22.36,541.0,541.0,631.0,600.0,-31.0,10.0,190.0,744.94,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45"
0,10.0,45,26,25.5,656.5,622.0,656.5,746.5,701.0,-45.5,30.0,170.0,770.43,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26"
0,10.0,26,51,25.0,771.5,725.0,771.5,861.5,786.0,-75.5,50.0,150.0,795.43,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51"
0,0.0,51,0,25.0,886.5,0.0,886.5,886.5,1236.0,349.5,0,200,820.43,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0"
0,20.0,0,31,33.54,33.54,200.0,200.0,290.0,237.0,-53.0,20.0,180.0,853.97,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31"
0,10.0,31,14,51.42,341.42,567.0,567.0,657.0,620.0,-37.0,50.0,150.0,905.39,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14"
0,10.0,14,36,43.46,700.46,665.0,700.46,790.46,716.0,-74.46,70.0,130.0,948.86,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36"
0,0.0,36,0,35.36,825.82,0.0,825.82,825.82,1236.0,410.18,0,200,984.21,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0"
0,10.0,0,5,15.13,15.13,15.0,15.13,105.13,67.0,-38.13,10.0,190.0,999.34,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5"
0,20.0,5,7,2.24,107.37,170.0,170.0,260.0,225.0,-35.0,40.0,160.0,1001.58,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7"
0,20.0,7,8,2.83,262.83,255.0,262.83,352.83,324.0,-28.83,80.0,120.0,1004.41,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8"
0,20.0,8,28,19.85,372.68,546.0,546.0,636.0,593.0,-43.0,120.0,80.0,1024.26,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28"
0,10.0,28,48,25.5,661.5,632.0,661.5,751.5,693.0,-58.5,150.0,50.0,1049.75,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48"
0,10.0,48,68,17.0,768.5,734.0,768.5,858.5,777.0,-81.5,170.0,30.0,1066.75,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68"
0,0.0,68,0,20.62,879.11,0.0,879.11,879.11,1236.0,356.89,0,200,1087.37,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0"
0,10.0,0,43,16.55,16.55,16.0,16.55,106.55,80.0,-26.55,10.0,190.0,1103.92,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43"
0,10.0,43,41,3.61,110.16,166.0,166.0,256.0,235.0,-21.0,30.0,170.0,1107.53,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41"
0,10.0,41,44,3.61,259.61,359.0,359.0,449.0,412.0,-37.0,50.0,150.0,1111.13,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44"
0,40.0,44,16,56.29,505.29,475.0,505.29,595.29,528.0,-67.29,100.0,100.0,1167.43,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16"
0,10.0,16,59,72.28,667.57,651.0,667.57,757.57,740.0,-17.57,150.0,50.0,1239.7,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59"
0,10.0,59,80,48.05,805.62,769.0,805.62,895.62,820.0,-75.62,170.0,30.0,1287.76,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80"
0,0.0,80,0,51.48,947.1,0.0,947.1,947.1,1236.0,288.9,0,200,1339.23,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0"
0,20.0,0,62,18.03,18.03,262.0,262.0,352.0,317.0,-35.0,20.0,180.0,1357.26,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62"
0,20.0,62,84,30.48,382.48,458.0,458.0,548.0,523.0,-25.0,60.0,140.0,1387.74,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84"
0,30.0,84,85,2.83,550.83,555.0,555.0,645.0,612.0,-33.0,110.0,90.0,1390.57,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85"
0,30.0,85,88,3.0,648.0,645.0,648.0,738.0,708.0,-30.0,170.0,30.0,1393.57,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88"
0,0.0,88,0,26.93,764.93,0.0,764.93,764.93,1236.0,471.07,0,200,1420.5,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0"
0,10.0,0,27,17.12,17.12,261.0,261.0,351.0,316.0,-35.0,10.0,190.0,1437.61,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27"
0,10.0,27,30,4.24,355.24,449.0,449.0,539.0,504.0,-35.0,30.0,170.0,1441.86,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30"
0,20.0,30,39,22.36,561.36,567.0,567.0,657.0,624.0,-33.0,60.0,140.0,1464.22,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39"
0,10.0,39,99,65.19,722.19,743.0,743.0,833.0,820.0,-13.0,90.0,110.0,1529.41,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39, 99"
0,0.0,99,0,33.54,866.54,0.0,866.54,866.54,1236.0,369.46,0,200,1562.95,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39, 99, 0"
0,20.0,0,87,25.5,25.5,85.0,85.0,175.0,144.0,-31.0,20.0,180.0,1588.44,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39, 99, 0, 87"
0,10.0,87,86,1.0,176.0,173.0,176.0,266.0,238.0,-28.0,50.0,150.0,1589.44,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39, 99, 0, 87, 86"
0,10.0,86,83,6.0,272.0,265.0,272.0,362.0,338.0,-24.0,70.0,130.0,1595.44,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39, 99, 0, 87, 86, 83"
0,20.0,83,82,3.0,365.0,369.0,369.0,459.0,420.0,-39.0,100.0,100.0,1598.44,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39, 99, 0, 87, 86, 83, 82"
0,30.0,82,46,50.54,509.54,448.0,509.54,599.54,509.0,-90.54,150.0,50.0,1648.98,,53.71,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39, 99, 0, 87, 86, 83, 82, 46"
0,20.0,46,60,27.46,627.0,562.0,627.0,717.0,629.0,-88.0,200.0,0.0,1676.44,,0,"0, 0, 20, 21, 47, 0, 25, 1, 49, 0, 22, 52, 75, 0, 10, 11, 2, 69, 0, 3, 4, 50, 0, 67, 65, 63, 66, 0, 23, 91, 0, 24, 29, 6, 34, 0, 9, 12, 89, 0, 45, 26, 51, 0, 31, 14, 36, 0, 5, 7, 8, 28, 48, 68, 0, 43, 41, 44, 16, 59, 80, 0, 62, 84, 85, 88, 0, 27, 30, 39, 99, 0, 87, 86, 83, 82, 46, 60"
